,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra,Emotion_Val,Emotion_RawDiff,J_Signal_Mixing,P_Signal_Mixing
176,Billie Joe Armstrong,Peter Foy,fise,ii-i,neutral,0.0,male,1970s,north_america,white/european,4.0,7.0,2.0,4.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,7.0,4.0,4.0,7.0,0.0,2.0,4.0,4.0,0.0,4.0,7.0,2.0,2.0,4.0,4.0,7.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,7.0,7.0,7.0,2.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,4.0,211.0,Ji,Gamma,0.1111111111111111,2.0,0.3902439024390244,0.7346938775510203
178,Megyn Kelly,Peter Foy,feni,i---,neutral,0.0,female,1970s,north_america,white/european,7.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,7.0,7.0,2.0,7.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,4.0,4.0,4.0,7.0,2.0,7.0,4.0,4.0,0.0,7.0,2.0,2.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,0.0,7.0,2.0,180.0,Je,Beta,-0.0526315789473684,-1.0,0.56,0.5
179,Chloe Sevigny,Calin Copil,tesi,i-ii,neutral,0.0,female,1970s,north_america,white/european,7.0,4.0,2.0,4.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,4.0,2.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,7.0,7.0,7.0,4.0,0.0,2.0,7.0,7.0,2.0,2.0,4.0,4.0,7.0,7.0,7.0,2.0,0.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,4.0,0.0,2.0,7.0,4.0,4.0,4.0,2.0,2.0,4.0,214.0,Je,Delta,-0.2,-4.0,0.4727272727272728,0.8372093023255813
180,Philip Ovadia,Calin Copil,sife,i---,unguarded,1.0,male,-1,north_america,white/european,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,7.0,2.0,0.0,2.0,0.0,4.0,2.0,7.0,7.0,2.0,0.0,7.0,2.0,2.0,0.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,141.0,Pi,Alpha,-1.0,-6.0,0.5263157894736843,0.1481481481481481
181,Kat Von D,Calin Copil,sefi,iii-,unguarded,1.0,female,1980s,north_america,hispanic/latino,4.0,4.0,2.0,2.0,0.0,2.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,2.0,7.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0,7.0,4.0,7.0,4.0,2.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,2.0,210.0,Pe,Gamma,-0.4285714285714285,-6.0,0.8181818181818181,0.5714285714285714
186,Maggie Lindemann,Calin Copil,sefi,ii--,neutral,0.0,female,1990s,north_america,white/european,4.0,4.0,2.0,2.0,0.0,4.0,2.0,4.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,7.0,4.0,2.0,2.0,7.0,7.0,7.0,7.0,4.0,2.0,7.0,4.0,7.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,0.0,4.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,198.0,Pe,Gamma,-0.25,-4.0,0.2909090909090909,0.2424242424242424
187,Klee Irwin,Juan E. Sandoval,feni,i-ii,neutral,1.0,male,1960s,north_america,white/european,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,7.0,4.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,7.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,4.0,2.0,4.0,7.0,7.0,7.0,2.0,4.0,7.0,4.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,2.0,7.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,197.0,Je,Beta,-0.5,-4.0,0.2962962962962963,0.875
188,Mario Sznajder,Calin Copil,sife,ii--,neutral,1.0,male,1940s,latin_america,jewish,0.0,2.0,2.0,2.0,0.0,4.0,2.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,4.0,2.0,2.0,7.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,154.0,Pi,Alpha,0.0,0.0,0.2424242424242424,0.3076923076923077
189,Amalie Bruun,Calin Copil,fine,ii-i,neutral,2.0,female,1980s,western_europe,white/european,7.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,2.0,4.0,2.0,4.0,7.0,4.0,4.0,2.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,7.0,0.0,2.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,7.0,7.0,2.0,7.0,2.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,2.0,4.0,216.0,Ji,Delta,0.0,0.0,0.8571428571428572,0.4102564102564102
190,Sam Kerr,Calin Copil,sefi,i---,neutral,1.0,female,1990s,australia/new_zeland,other/unknown,2.0,2.0,0.0,2.0,0.0,7.0,4.0,4.0,4.0,2.0,4.0,7.0,7.0,7.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,174.0,Pe,Gamma,-0.3333333333333333,-4.0,0.5263157894736843,0.5128205128205128
191,Barry Keoghan,Calin Copil,seti,i---,unguarded,0.0,male,1990s,western_europe,-1,0.0,0.0,2.0,2.0,0.0,7.0,7.0,4.0,7.0,2.0,4.0,4.0,7.0,7.0,2.0,2.0,2.0,7.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,2.0,171.0,Pe,Beta,-0.4285714285714285,-6.0,0.7619047619047619,0.1379310344827586
192,Ashley Graham,Calin Copil,feni,i-i-,unguarded,0.0,female,1980s,north_america,white/european,7.0,7.0,7.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,7.0,7.0,4.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,7.0,4.0,2.0,7.0,7.0,4.0,2.0,4.0,2.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,0.0,2.0,4.0,195.0,Je,Beta,-0.3333333333333333,-6.0,0.5714285714285714,0.625
193,Russell Brand,Sierra Schwartz,feni,i-i-,guarded,0.0,male,1970s,western_europe,white/european,4.0,4.0,7.0,4.0,4.0,4.0,2.0,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,7.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,7.0,7.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,7.0,4.0,198.0,Je,Beta,0.4285714285714285,9.0,0.48,0.5882352941176471
194,Nick Vujicic,Sierra Schwartz,fesi,i---,unguarded,0.0,male,1980s,australia/new_zeland,white/european,2.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,4.0,7.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,7.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,136.0,Je,Alpha,-0.6,-6.0,0.5,0.3428571428571428
195,Miwa,Calin Copil,tine,ii--,unguarded,2.0,female,1990s,southern_europe,white/european,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,7.0,0.0,4.0,4.0,4.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,7.0,7.0,4.0,2.0,7.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,7.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,7.0,7.0,2.0,0.0,2.0,190.0,Ji,Alpha,-0.68,-17.0,0.6956521739130435,0.4285714285714286
196,Seeker,Juan E. Sandoval,seti,ii-i,guarded,2.0,male,1990s,middle_east/north_africa,arabic,0.0,2.0,2.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,4.0,7.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,4.0,7.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,182.0,Pe,Beta,0.5555555555555556,5.0,0.2608695652173913,0.3902439024390244
197,Emerald Fennell,Calin Copil,tesi,i--i,unguarded,0.0,female,1980s,western_europe,white/european,7.0,7.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,4.0,2.0,7.0,4.0,2.0,7.0,4.0,7.0,4.0,2.0,2.0,7.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,7.0,2.0,2.0,2.0,0.0,7.0,7.0,2.0,0.0,0.0,2.0,185.0,Je,Delta,-0.7777777777777778,-14.0,0.6363636363636364,0.4444444444444444
198,Apashe,Calin Copil,seti,i---,unguarded,0.0,male,1980s,western_europe,white/european,0.0,2.0,2.0,2.0,0.0,7.0,7.0,7.0,7.0,2.0,4.0,7.0,7.0,7.0,4.0,0.0,0.0,2.0,7.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,7.0,7.0,7.0,7.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,191.0,Pe,Beta,-0.6363636363636364,-7.0,0.4210526315789473,0.25
200,Tilda Swinton,Peter Foy,fesi,i--i,guarded,2.0,female,1960s,western_europe,white/european,7.0,7.0,7.0,7.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,7.0,7.0,2.0,4.0,7.0,7.0,7.0,4.0,2.0,7.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,4.0,4.0,2.0,7.0,4.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,4.0,2.0,2.0,7.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,221.0,Je,Alpha,0.4285714285714285,6.0,0.3478260869565217,0.9583333333333334
201,Jude Law,Calin Copil,teni,i-i-,unguarded,0.0,male,1960s,western_europe,white/european,4.0,4.0,7.0,7.0,7.0,4.0,4.0,2.0,7.0,0.0,2.0,7.0,4.0,7.0,7.0,0.0,2.0,4.0,2.0,0.0,7.0,4.0,2.0,7.0,7.0,2.0,4.0,0.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,7.0,2.0,2.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,4.0,7.0,7.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,226.0,Je,Gamma,-0.4285714285714285,-9.0,0.7659574468085106,0.3157894736842105
202,Greta Gerwig,Calin Copil,fine,ii-i,unguarded,0.0,female,1980s,north_america,white/european,7.0,7.0,4.0,4.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,2.0,7.0,4.0,0.0,4.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,7.0,7.0,4.0,7.0,2.0,7.0,4.0,4.0,7.0,4.0,2.0,2.0,7.0,4.0,7.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,2.0,208.0,Ji,Delta,-0.4285714285714285,-6.0,0.4528301886792453,0.2424242424242424
203,Sufjan Stevens,Peter Foy,neti,ii-i,neutral,3.0,male,1970s,north_america,white/european,4.0,4.0,0.0,2.0,0.0,4.0,4.0,7.0,0.0,2.0,4.0,7.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,4.0,7.0,4.0,2.0,2.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,178.0,Pe,Alpha,0.2,2.0,0.1951219512195121,0.7692307692307692
205,Saoirse Ronan,Calin Copil,tesi,i-ii,neutral,1.0,female,1990s,western_europe,white/european,7.0,7.0,4.0,4.0,7.0,2.0,2.0,2.0,7.0,0.0,2.0,2.0,4.0,7.0,7.0,0.0,2.0,2.0,4.0,0.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,4.0,2.0,7.0,4.0,2.0,7.0,4.0,2.0,7.0,7.0,7.0,7.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,7.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,231.0,Je,Delta,0.0,0.0,0.2264150943396226,0.4848484848484848
206,Anya Taylor-Joy,Calin Copil,tise,i--i,neutral,0.0,female,1990s,north_america,white/european,7.0,7.0,7.0,7.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,7.0,4.0,2.0,4.0,7.0,7.0,7.0,4.0,2.0,7.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,7.0,7.0,2.0,2.0,4.0,2.0,7.0,2.0,4.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,194.0,Ji,Beta,-0.5,-4.0,0.4545454545454546,0.6060606060606061
207,Tara Swart,Calin Copil,teni,i--i,neutral,0.0,female,1970s,western_europe,indian,7.0,7.0,4.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,0.0,4.0,2.0,0.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,2.0,2.0,7.0,4.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,2.0,4.0,2.0,7.0,4.0,4.0,2.0,0.0,0.0,4.0,7.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,209.0,Je,Gamma,-0.25,-4.0,0.5833333333333333,0.85
208,Ben Francis,Peter Foy,tise,i--i,guarded,0.0,male,1990s,western_europe,white/european,7.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,4.0,7.0,0.0,4.0,7.0,7.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,7.0,7.0,7.0,2.0,2.0,4.0,0.0,4.0,2.0,7.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,166.0,Ji,Beta,1.0,6.0,0.2857142857142857,0.1739130434782608
209,Stephen Wiltshire,Juan E. Sandoval,site,i---,unguarded,1.0,male,1970s,western_europe,black/african,4.0,2.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,4.0,2.0,7.0,4.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,116.0,Pi,Delta,-1.0,-6.0,0.6451612903225806,0.3199999999999999
210,Emily Blunt,Calin Copil,fesi,i--i,unguarded,0.0,female,1980s,western_europe,white/european,7.0,7.0,7.0,7.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,7.0,4.0,2.0,7.0,7.0,7.0,2.0,4.0,2.0,7.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,7.0,7.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,7.0,4.0,7.0,7.0,0.0,0.0,2.0,220.0,Je,Alpha,-0.8,-16.0,0.4347826086956522,0.5333333333333333
211,Dave Asprey,Calin Copil,fesi,iii-,unguarded,0.0,male,1970s,north_america,white/european,2.0,4.0,4.0,7.0,4.0,4.0,2.0,2.0,7.0,0.0,4.0,4.0,7.0,4.0,7.0,4.0,2.0,4.0,4.0,4.0,7.0,7.0,2.0,7.0,7.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,7.0,4.0,7.0,7.0,4.0,2.0,4.0,0.0,4.0,4.0,2.0,2.0,2.0,0.0,234.0,Je,Alpha,-0.4285714285714285,-6.0,0.2352941176470588,0.5106382978723405
212,Eartha Kitt,Calin Copil,teni,i-i-,neutral,0.0,female,1920s,north_america,black/african,4.0,7.0,4.0,4.0,7.0,4.0,2.0,4.0,4.0,0.0,2.0,7.0,7.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,4.0,2.0,7.0,7.0,2.0,2.0,0.0,2.0,4.0,2.0,4.0,4.0,4.0,0.0,4.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,4.0,204.0,Je,Gamma,0.1111111111111111,2.0,0.631578947368421,0.5945945945945945
215,Sofiane Pamart,Calin Copil,seti,i---,neutral,0.0,male,1990s,western_europe,other/unknown,0.0,2.0,2.0,2.0,0.0,7.0,7.0,4.0,7.0,2.0,4.0,7.0,7.0,7.0,7.0,4.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,7.0,7.0,4.0,0.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,171.0,Pe,Beta,-0.3333333333333333,-2.0,0.1333333333333333,0.3157894736842105
218,Tom Holland,Calin Copil,neti,i-i-,unguarded,0.0,male,1990s,western_europe,white/european,4.0,2.0,2.0,4.0,0.0,7.0,7.0,4.0,7.0,4.0,2.0,7.0,7.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,7.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,2.0,0.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,7.0,4.0,2.0,4.0,0.0,7.0,7.0,2.0,0.0,0.0,2.0,209.0,Pe,Alpha,-0.7777777777777778,-14.0,0.4324324324324324,0.8
220,Jesse Eisenberg,Calin Copil,nefi,iii-,neutral,1.0,male,1980s,north_america,jewish,4.0,2.0,2.0,7.0,0.0,4.0,4.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,0.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,4.0,7.0,2.0,4.0,4.0,2.0,7.0,2.0,2.0,4.0,2.0,4.0,4.0,7.0,7.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0,7.0,7.0,4.0,7.0,7.0,2.0,4.0,2.0,4.0,4.0,0.0,2.0,2.0,2.0,245.0,Pe,Delta,-0.1428571428571428,-2.0,0.7407407407407407,0.4615384615384615
223,Christoph Waltz,Calin Copil,tesi,i-ii,neutral,0.0,male,1950s,western_europe,white/european,7.0,7.0,4.0,7.0,7.0,4.0,2.0,4.0,7.0,0.0,2.0,4.0,4.0,7.0,4.0,4.0,2.0,2.0,2.0,4.0,7.0,7.0,4.0,4.0,7.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,7.0,7.0,2.0,2.0,4.0,7.0,4.0,4.0,4.0,2.0,2.0,0.0,4.0,2.0,7.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,249.0,Je,Delta,-0.25,-4.0,0.9841269841269842,0.8292682926829268
224,N. K. Jemisin,Calin Copil,nite,iiii,neutral,2.0,female,1970s,north_america,black/african,0.0,4.0,2.0,2.0,0.0,4.0,2.0,4.0,4.0,4.0,2.0,7.0,2.0,4.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,174.0,Pi,Gamma,0.1428571428571428,2.0,0.625,0.75
